20:46:20.121 -> Adafruit MPU6050 test!
20:46:21.623 -> Adafruit MPU6050 test!
20:46:21.879 -> MPU6050 Found!
20:46:21.879 -> Accelerometer range set to: +-8G
20:46:21.879 -> Gyro range set to: +- 500 deg/s
20:46:21.879 -> Filter bandwidth set to: 21 Hz
20:46:21.925 -> 
20:46:21.990 -> Acceleration X: -0.20, Y: -6.14, Z: -8.37 m/s^2
20:46:29.398 -> Acceleration X: -0.20, Y: -6.13, Z: -8.31 m/s^2
20:46:29.431 -> Rotation X: 0.04, Y: 0.02, Z: 0.00 rad/s
20:46:29.431 -> Acceleration X: -0.19, Y: -6.12, Z: -8.33 m/s^2
20:46:29.431 -> Rotation X: 0.04, Y: 0.02, Z: 0.00 rad/s
20:46:29.431 -> Acceleration X: -0.19, Y: -6.12, Z: -8.33 m/s^2
20:46:29.431 -> Rotation X: 0.04, Y: 0.02, Z: 0.00 rad/s
20:46:29.431 -> Acceleration X: -0.19, Y: -6.13, Z: -8.35 m/s^2
20:46:29.431 -> Rotation X: 0.04, Y: 0.02, Z: 0.00 rad/s
20:46:29.431 -> Acceleration X: -0.19, Y: -6.14, Z: -8.35 m/s^2
20:46:29.465 -> Rotation X: 0.04, Y: 0.02, Z: 0.00 rad/s
20:46:29.465 -> Acceleration X: -0.20, Y: -6.12, Z: -8.32 m/s^2
20:46:29.465 -> Rotation X: 0.04, Y: 0.02, Z: 0.00 rad/s
20:46:29.465 -> Acceleration X: -0.20, Y: -6.14, Z: -8.34 m/s^2
20:46:29.465 -> Rotation X: 0.04, Y: 0.02, Z: 0.00 rad/s
20:46:29.465 -> Acceleration X: -0.20, Y: -6.14, Z: -8.35 m/s^2
20:46:29.465 -> Rotation X: 0.04, Y: 0.02, Z: 0.00 rad/s
20:46:29.465 -> Acceleration X: -0.19, Y: -6.14, Z: -8.35 m/s^2
20:46:29.465 -> Rotation X: 0.04, Y: 0.02, Z: 0.00 rad/s
20:46:29.498 -> Acceleration X: -0.19, Y: -6.12, Z: -8.35 m/s^2
20:46:29.498 -> Rotation X: 0.04, Y: 0.02, Z: 0.00 rad/s
20:46:29.498 -> Acceleration X: -0.20, Y: -6.13, Z: -8.36 m/s^2
20:46:29.498 -> Rotation X: 0.04, Y: 0.02, Z: 0.00 rad/s
20:46:29.498 -> Acceleration X: -0.20, Y: -6.13, Z: -8.37 m/s^2
20:46:29.498 -> Rotation X: 0.04, Y: 0.02, Z: 0.00 rad/s
20:46:29.498 -> Acceleration X: -0.20, Y: -6.14, Z: -8.35 m/s^2
20:46:29.498 -> Rotation X: 0.04, Y: 0.02, Z: 0.00 rad/s
20:46:29.531 -> Acceleration X: -0.19, Y: -6.14, Z: -8.34 m/s^2
20:46:29.531 -> Rotation X: 0.04, Y: 0.02, Z: 0.00 rad/s
20:46:29.531 -> Acceleration X: -0.20, Y: -6.15, Z: -8.34 m/s^2
20:46:29.531 -> Rotation X: 0.04, Y: 0.02, Z: 0.00 rad/s
20:46:29.531 -> Acceleration X: -0.18, Y: -6.13, Z: -8.33 m/s^2
20:46:29.531 -> Rotation X: 0.04, Y: 0.02, Z: 0.00 rad/s
20:46:29.531 -> Acceleration X: -0.18, Y: -6.12, Z: -8.32 m/s^2
20:46:29.531 -> Rotation X: 0.04, Y: 0.02, Z: 0.00 rad/s
20:46:29.531 -> Acceleration X: -0.17, Y: -6.12, Z: -8.35 m/s^2
20:46:29.564 -> Rotation X: 0.04, Y: 0.02, Z: 0.00 rad/s
20:46:29.564 -> Acceleration X: -0.19, Y: -6.12, Z: -8.34 m/s^2
20:46:29.564 -> Rotation X: 0.04, Y: 0.02, Z: 0.00 rad/s
20:46:29.564 -> Acceleration X: -0.18, Y: -6.13, Z: -8.33 m/s^2
20:46:29.564 -> Rotation X: 0.04, Y: 0.02, Z: 0.00 rad/s
20:46:29.564 -> Acceleration X: -0.19, Y: -6.11, Z: -8.35 m/s^2
20:46:29.564 -> Rotation X: 0.04, Y: 0.02, Z: 0.00 rad/s
20:46:29.564 -> Acceleration X: -0.18, Y: -6.13, Z: -8.35 m/s^2
20:46:29.597 -> Rotation X: 0.04, Y: 0.02, Z: 0.00 rad/s
20:46:29.597 -> Acceleration X: -0.19, Y: -6.12, Z: -8.34 m/s^2
20:46:29.597 -> Rotation X: 0.04, Y: 0.02, Z: 0.00 rad/s
20:46:29.597 -> Acceleration X: -0.17, Y: -6.13, Z: -8.35 m/s^2
20:46:29.597 -> Rotation X: 0.04, Y: 0.02, Z: 0.00 rad/s
20:46:29.597 -> Acceleration X: -0.19, Y: -6.11, Z: -8.33 m/s^2
20:46:29.597 -> Rotation X: 0.04, Y: 0.02, Z: 0.00 rad/s
20:46:29.597 -> Acceleration X: -0.19, Y: -6.13, Z: -8.35 m/s^2
20:46:29.597 -> Rotation X: 0.04, Y: 0.02, Z: 0.00 rad/s
20:46:29.636 -> Acceleration X: -0.19, Y: -6.13, Z: -8.36 m/s^2
20:46:29.636 -> Rotation X: 0.04, Y: 0.02, Z: 0.00 rad/s
20:46:29.636 -> Acceleration X: -0.19, Y: -6.13, Z: -8.36 m/s^2
20:46:29.636 -> Rotation X: 0.04, Y: 0.02, Z: 0.00 rad/s
20:46:29.636 -> Acceleration X: -0.19, Y: -6.11, Z: -8.35 m/s^2
20:46:29.686 -> Rotation X: 0.04, Y: 0.02, Z: 0.00 rad/s
20:46:29.686 -> Acceleration X: -0.19, Y: -6.12, Z: -8.33 m/s^2
20:46:29.686 -> Rotation X: 0.04, Y: 0.02, Z: 0.00 rad/s
20:46:29.686 -> Acceleration X: -0.20, Y: -6.13, Z: -8.31 m/s^2
20:46:29.686 -> Rotation X: 0.04, Y: 0.02, Z: 0.00 rad/s
20:46:29.686 -> Acceleration X: -0.19, Y: -6.14, Z: -8.31 m/s^2
20:46:29.715 -> Rotation X: 0.04, Y: 0.02, Z: 0.00 rad/s
20:46:29.715 -> Acceleration X: -0.19, Y: -6.13, Z: -8.33 m/s^2
20:46:29.715 -> Rotation X: 0.04, Y: 0.02, Z: 0.00 rad/s
20:46:29.715 -> Acceleration X: -0.20, Y: -6.12, Z: -8.35 m/s^2
20:46:29.715 -> Rotation X: 0.04, Y: 0.02, Z: 0.00 rad/s
20:46:29.715 -> Acceleration X: -0.19, Y: -6.12, Z: -8.35 m/s^2
20:46:29.715 -> Rotation X: 0.04, Y: 0.02, Z: 0.00 rad/s
20:46:29.715 -> Acceleration X: -0.20, Y: -6.13, Z: -8.33 m/s^2
20:46:29.715 -> Rotation X: 0.04, Y: 0.02, Z: 0.00 rad/s
20:46:29.715 -> Acceleration X: -0.20, Y: -6.11, Z: -8.32 m/s^2
20:46:29.715 -> Rotation X: 0.04, Y: 0.02, Z: 0.00 rad/s
20:46:29.715 -> Acceleration X: -0.22, Y: -6.11, Z: -8.36 m/s^2
20:46:29.749 -> Rotation X: 0.04, Y: 0.02, Z: 0.00 rad/s
20:46:29.749 -> Acceleration X: -0.22, Y: -6.10, Z: -8.33 m/s^2
20:46:29.749 -> Rotation X: 0.04, Y: 0.02, Z: 0.00 rad/s
20:46:29.749 -> Acceleration X: -0.22, Y: -6.11, Z: -8.31 m/s^2
20:46:29.749 -> Rotation X: 0.04, Y: 0.02, Z: 0.00 rad/s
20:46:29.749 -> Acceleration X: -0.20, Y: -6.11, Z: -8.32 m/s^2
20:46:29.749 -> Rotation X: 0.04, Y: 0.02, Z: 0.00 rad/s
20:46:29.749 -> Acceleration X: -0.19, Y: -6.12, Z: -8.33 m/s^2
20:46:29.749 -> Rotation X: 0.04, Y: 0.02, Z: 0.00 rad/s
